ad_id,clicks,impressions,cost,leads,conversions,conversion_rate,sale_amount,ad_date,device,keyword
A3167,118,4377,219.81,21,4,0.034,1290.00,2024-11-14,Desktop,Analytics For Data
A3168,131,5719,183.69,12,7,0.053,1555.00,2024-11-23,Mobile,Data Analytics Training
A3169,116,4250,186.34,12,3,0.026,1043.00,2024-11-30,Desktop,Analytics For Data
A3170,80,5648,239.26,10,6,0.075,1005.00,2024-11-20,Mobile,Data Analytics Course
A3171,81,3394,187.24,12,6,0.074,1227.00,2024-12-11,Tablet,Data Analytics Course
A3172,189,5117,197.90,20,8,0.042,1710.00,2024-11-28,Mobile,Analytics For Data
A3173,128,3861,232.11,30,10,0.078,1636.00,2024-11-18,Tablet,Data Analytics Course
A3174,182,3303,238.40,17,4,0.022,1695.00,2024-11-05,Desktop,Data Analytics Online
A3176,137,3720,237.22,24,5,0.036,1811.00,2024-10-11,Mobile,Data Analytics Online
A3177,106,5789,183.62,19,3,0.028,1838.00,2024-11-16,Desktop,Data Analytics Online
A3178,102,5113,206.65,27,6,0.059,1466.00,2024-11-19,Mobile,Data Analytics Course
A3179,155,3234,204.47,12,4,0.026,1401.00,2024-11-16,Desktop,Learn Data Analytics
A3180,85,3088,234.24,24,4,0.047,1210.00,2024-11-07,Tablet,Analytics For Data
A3181,126,5114,233.27,30,5,0.040,1197.00,2024-11-15,Tablet,Data Analytics Online
A3182,96,5070,210.63,27,10,0.104,1653.00,2024-11-18,Tablet,Data Analytics Online
A3183,128,4445,200.52,14,4,0.031,1861.00,2024-11-05,Tablet,Learn Data Analytics
A3184,151,3656,199.96,26,7,0.046,1566.00,2024-11-17,Desktop,Data Analytics Online
A3185,95,3583,223.37,22,9,0.095,1821.00,2024-11-29,Desktop,Data Analytics Online
A3186,193,4790,247.69,23,5,0.026,1687.00,2024-11-24,Mobile,Data Analytics Online
A3187,90,3235,211.40,29,10,0.111,1290.00,2024-11-19,Tablet,Analytics For Data
A3188,175,3832,245.61,27,5,0.029,1388.00,2024-11-26,Desktop,Data Analytics Online
A3189,153,4261,230.25,27,7,0.046,1027.00,2024-11-05,Desktop,Analytics For Data
A3190,103,4796,180.64,26,7,0.068,1102.00,2024-11-03,Mobile,Data Analytics Training
A3191,102,5229,208.55,30,5,0.049,1065.00,2024-11-15,Mobile,Analytics For Data
A3193,96,4851,229.12,27,6,0.063,1271.00,2024-11-03,Tablet,Data Analytics Training
A3195,170,5404,218.24,24,5,0.029,1818.00,2024-11-29,Desktop,Data Analytics Online
A3196,145,3068,237.70,24,7,0.048,1494.00,2024-11-19,Mobile,Data Analytics Course
A3197,148,5877,213.84,25,8,0.054,1371.00,2024-11-18,Desktop,Learn Data Analytics
A3198,141,4188,228.12,16,9,0.064,1204.00,2024-11-30,Desktop,Data Analytics Online
A3200,140,4677,223.74,20,9,0.064,1610.00,2024-11-04,Mobile,Learn Data Analytics
A3202,105,3548,216.80,30,7,0.067,1663.00,2024-11-14,Tablet,Learn Data Analytics
A3204,128,4662,187.28,23,9,0.070,1710.00,2024-11-13,Desktop,Data Analytics Training
A3205,120,4453,240.34,23,8,0.067,1452.00,2024-11-26,Tablet,Data Analytics Online
A3206,163,5052,234.73,24,6,0.037,1848.00,2024-11-17,Mobile,Data Analytics Online
A3207,94,4457,246.18,14,6,0.064,1492.00,2024-11-15,Tablet,Data Analytics Online
A3209,146,4474,190.94,18,10,0.068,1872.00,2024-11-07,Tablet,Data Analytics Online
A3210,193,5129,243.78,13,10,0.052,1583.00,2024-11-06,Tablet,Data Analytics Course
A3211,96,5210,223.05,10,8,0.083,1483.00,2024-11-29,Tablet,Data Analytics Online
A3212,150,3456,242.22,16,7,0.047,1215.00,2024-11-02,Desktop,Data Analytics Training
A3213,130,4109,207.10,19,6,0.046,1521.00,2024-11-16,Mobile,Learn Data Analytics
A3214,99,3522,210.01,28,9,0.091,1932.00,2024-11-23,Mobile,Analytics For Data
A3215,143,3600,238.14,26,7,0.049,1891.00,2024-11-09,Tablet,Analytics For Data
A3216,116,3026,209.03,24,9,0.078,1819.00,2024-10-11,Desktop,Data Analytics Online
A3218,115,4857,195.05,29,9,0.078,1644.00,2024-11-17,Desktop,Data Analytics Training
A3219,175,5915,223.39,23,8,0.046,1595.00,2024-11-08,Tablet,Learn Data Analytics
A3220,100,3948,230.56,30,6,0.060,1234.00,2024-11-12,Tablet,Analytics For Data
A3221,114,5446,207.62,11,8,0.070,1355.00,2024-11-12,Mobile,Data Analytics Online
A3222,109,5388,205.68,22,6,0.055,1339.00,2024-11-19,Desktop,Data Analytics Training
A3223,154,5138,194.15,17,7,0.045,1295.00,2024-11-17,Mobile,Data Analytics Course
A3224,199,3534,238.67,24,5,0.025,1776.00,2024-11-21,Mobile,Data Analytics Training
A3225,98,4302,183.40,16,9,0.092,1765.00,2024-11-19,Desktop,Data Analytics Course
A3226,196,4367,238.44,20,7,0.036,1931.00,2024-11-27,Desktop,Data Analytics Online
A3227,81,3721,222.89,17,4,0.049,1690.00,2024-11-15,Desktop,Data Analytics Course
A3228,150,4351,203.70,26,8,0.053,1765.00,2024-11-18,Desktop,Data Analytics Training
A3229,121,3122,237.57,29,6,0.050,1796.00,2024-07-11,Mobile,Learn Data Analytics
A3230,124,3924,188.66,24,6,0.048,1472.00,2024-11-04,Tablet,Data Analytics Training
A3231,108,4126,219.33,22,3,0.028,1275.00,2024-11-29,Mobile,Data Analytics Course
A3233,178,3708,192.77,20,10,0.056,1292.00,2024-11-16,Tablet,Data Analytics Online
A3235,147,3131,242.53,10,4,0.027,1231.00,2024-11-18,Desktop,Data Analytics Course
A3236,88,5145,242.90,16,10,0.114,1963.00,2024-11-14,Tablet,Analytics For Data
A3237,92,5241,223.48,23,9,0.098,1050.00,2024-11-18,Desktop,Data Analytics Online
A3238,148,4149,223.33,30,6,0.041,1318.00,2024-11-08,Tablet,Data Analytics Course
A3239,127,3791,231.06,11,6,0.047,1351.00,2024-03-11,Desktop,Data Analytics Online
A3240,156,4375,249.33,26,6,0.038,1663.00,2024-11-15,Tablet,Data Analytics Course
A3241,176,3753,201.76,11,4,0.023,1070.00,2024-11-07,Mobile,Data Analytics Training
A3242,145,4275,185.05,25,7,0.048,1574.00,2024-09-11,Desktop,Data Analytics Training
A3243,136,4332,234.52,19,6,0.044,1162.00,2024-11-18,Desktop,Learn Data Analytics
A3244,150,4001,219.10,25,6,0.040,1365.00,2024-11-09,Tablet,Data Analytics Online
A3245,145,4436,190.63,13,10,0.069,1502.00,2024-11-21,Tablet,Data Analytics Course
A3247,183,5746,248.15,14,5,0.027,1012.00,2024-11-25,Tablet,Data Analytics Course
A3248,176,3906,214.00,29,4,0.023,1382.00,2024-11-25,Tablet,Data Analytics Online
A3251,95,4933,220.04,15,3,0.032,1366.00,2024-11-04,Mobile,Data Analytics Training
A3252,83,5180,209.62,30,4,0.048,1972.00,2024-11-13,Desktop,Analytics For Data
A3253,91,4988,217.34,10,10,0.110,1508.00,2024-11-29,Mobile,Learn Data Analytics
A3254,107,5510,216.10,14,8,0.075,1857.00,2024-11-19,Mobile,Data Analytics Online
A3256,166,3788,238.56,18,8,0.048,1657.00,2024-06-11,Mobile,Learn Data Analytics
A3257,182,4575,233.74,24,10,0.055,1844.00,2024-11-13,Mobile,Learn Data Analytics
A3258,188,4382,249.50,12,9,0.048,1746.00,2024-11-13,Desktop,Analytics For Data
A3259,107,4605,230.74,17,7,0.065,1590.00,2024-11-18,Tablet,Data Analytics Online
A3260,169,4857,194.79,18,7,0.041,1391.00,2024-11-22,Mobile,Data Analytics Online
A3261,165,3150,190.30,18,3,0.018,1129.00,2024-11-18,Desktop,Data Analytics Training
A3262,137,4630,201.14,10,4,0.029,1680.00,2024-11-27,Tablet,Learn Data Analytics
A3263,135,3712,207.14,14,3,0.022,1788.00,2024-11-21,Tablet,Data Analytics Training
A3266,122,4556,243.84,26,4,0.033,1164.00,2024-11-24,Mobile,Data Analytics Online
A3268,145,5765,240.62,18,6,0.041,1056.00,2024-11-19,Desktop,Data Analytics Training
A3269,80,5653,228.06,19,8,0.100,1795.00,2024-11-13,Tablet,Analytics For Data
A3271,141,5612,224.45,19,5,0.035,1150.00,2024-11-16,Mobile,Data Analytics Online
A3273,196,5812,246.88,22,9,0.046,1715.00,2024-11-14,Mobile,Data Analytics Online
A3274,168,4904,219.00,22,5,0.030,1541.00,2024-11-15,Tablet,Data Analytics Online
A3276,178,4708,237.77,14,10,0.056,1449.00,2024-11-21,Mobile,Learn Data Analytics
A3277,93,3945,189.53,27,3,0.032,1560.00,2024-11-18,Tablet,Learn Data Analytics
A3278,138,5863,201.19,30,10,0.072,1898.00,2024-11-18,Desktop,Analytics For Data
A3279,143,4470,214.42,14,8,0.056,1353.00,2024-11-22,Mobile,Data Analytics Course
A3281,147,4041,229.19,16,10,0.068,1558.00,2024-11-27,Desktop,Analytics For Data
A3282,101,3449,188.39,16,10,0.099,1318.00,2024-11-08,Desktop,Data Analytics Online
A3283,195,4195,231.87,13,10,0.051,1834.00,2024-11-25,Desktop,Learn Data Analytics
A3284,142,5365,237.95,17,10,0.070,1548.00,2024-11-27,Tablet,Data Analytics Online
A3285,139,3854,234.73,10,3,0.022,1802.00,2024-11-18,Tablet,Learn Data Analytics
A3286,84,5597,244.39,22,10,0.119,1685.00,2024-11-03,Tablet,Data Analytics Training
A3287,103,5488,237.06,21,7,0.068,1874.00,2024-11-22,Tablet,Analytics For Data
A3288,108,3676,203.45,29,8,0.074,1369.00,2024-01-11,Mobile,Data Analytics Online
A3290,80,4204,226.79,14,3,0.038,1434.00,2024-11-21,Tablet,Data Analytics Course
A3291,169,3589,237.83,15,3,0.018,1754.00,2024-11-21,Mobile,Analytics For Data
A3293,92,4631,233.30,19,10,0.109,1521.00,2024-11-27,Mobile,Learn Data Analytics
A3295,124,5931,214.41,21,3,0.024,1906.00,2024-11-05,Tablet,Data Analytics Online
A3296,138,5891,247.47,14,7,0.051,1138.00,2024-11-14,Desktop,Data Analytics Online
A3297,186,5774,236.22,15,6,0.032,1288.00,2024-12-11,Mobile,Learn Data Analytics
A3298,100,4869,234.37,21,7,0.070,1890.00,2024-01-11,Tablet,Data Analytics Online
A3299,151,5403,180.74,22,3,0.020,1610.00,2024-11-29,Tablet,Data Analytics Online
A3302,141,4483,240.23,25,4,0.028,1516.00,2024-11-14,Tablet,Analytics For Data
A3304,131,5528,182.38,27,6,0.046,1168.00,2024-11-03,Desktop,Analytics For Data
A3305,173,3639,225.73,10,4,0.023,1804.00,2024-11-27,Tablet,Data Analytics Online
A3306,195,4067,220.61,20,8,0.041,1767.00,2024-08-11,Desktop,Data Analytics Course
A3307,126,3931,212.16,20,9,0.071,1537.00,2024-09-11,Desktop,Learn Data Analytics
A3308,119,3602,191.83,26,3,0.025,1052.00,2024-11-10,Tablet,Analytics For Data
A3309,141,5663,237.57,16,3,0.021,1269.00,2024-11-18,Tablet,Data Analytics Course
A3311,192,4551,223.93,22,10,0.052,1231.00,2024-11-19,Desktop,Data Analytics Training
A3313,160,3816,207.93,27,9,0.056,1884.00,2024-11-03,Mobile,Analytics For Data
A3314,140,3154,212.73,21,4,0.029,1024.00,2024-11-14,Tablet,Learn Data Analytics
A3315,134,3700,226.57,28,7,0.052,1836.00,2024-11-04,Tablet,Data Analytics Online
A3316,92,3963,219.39,22,10,0.109,1834.00,2024-11-26,Mobile,Data Analytics Online
A3317,163,3978,232.70,25,9,0.055,1380.00,2024-11-08,Desktop,Data Analytics Online
A3318,155,5105,239.11,20,5,0.032,1009.00,2024-11-05,Mobile,Analytics For Data
A3319,194,3559,205.78,15,9,0.046,1765.00,2024-03-11,Desktop,Data Analytics Online
A3320,165,3005,239.14,23,6,0.036,1989.00,2024-11-27,Tablet,Learn Data Analytics
A3321,135,4740,235.55,24,4,0.030,1715.00,2024-11-07,Desktop,Analytics For Data
A3322,87,4379,209.25,29,10,0.115,1348.00,2024-11-05,Desktop,Learn Data Analytics
A3325,84,5652,191.93,30,8,0.095,1729.00,2024-11-13,Mobile,Data Analytics Online
A3326,158,4819,185.34,17,9,0.057,1066.00,2024-11-24,Mobile,Data Analytics Training
A3327,90,4472,237.16,28,10,0.111,1629.00,2024-11-13,Mobile,Learn Data Analytics
A3328,197,3186,194.44,19,6,0.030,1857.00,2024-11-14,Tablet,Data Analytics Course
A3329,133,4241,197.26,25,9,0.068,1325.00,2024-11-26,Tablet,Data Analytics Training
A3330,149,5035,234.52,28,5,0.034,1304.00,2024-11-04,Desktop,Data Analytics Online
A3331,197,5686,239.76,27,9,0.046,1462.00,2024-11-17,Desktop,Data Analytics Online
A3333,102,3113,202.77,22,7,0.069,1997.00,2024-11-06,Desktop,Data Analytics Online
A3334,175,3958,193.52,23,8,0.046,1064.00,2024-11-04,Mobile,Data Analytics Course
A3336,127,4226,184.46,10,9,0.071,1427.00,2024-11-08,Desktop,Data Analytics Course
A3337,148,3469,212.07,14,9,0.061,1898.00,2024-11-30,Tablet,Data Analytics Online
A3338,181,3859,246.36,22,9,0.050,1769.00,2024-01-11,Mobile,Data Analytics Online
A3339,140,3389,183.33,28,6,0.043,1385.00,2024-11-08,Mobile,Data Analytics Online
A3341,148,3269,191.73,18,9,0.061,1396.00,2024-10-11,Mobile,Learn Data Analytics
A3342,101,4814,191.43,17,7,0.069,1112.00,2024-11-20,Desktop,Learn Data Analytics
A3343,179,5145,223.04,29,9,0.050,1002.00,2024-11-08,Mobile,Data Analytics Training
A3344,151,4107,183.81,21,10,0.066,1872.00,2024-11-11,Desktop,Data Analytics Course
A3345,195,3221,185.08,19,10,0.051,1905.00,2024-11-26,Tablet,Data Analytics Course
A3346,169,4846,230.53,15,8,0.047,1103.00,2024-04-11,Mobile,Data Analytics Training
A3347,161,3160,229.71,17,3,0.019,1817.00,2024-11-01,Mobile,Data Analytics Training
A3348,156,5095,214.32,30,9,0.058,1444.00,2024-11-27,Mobile,Data Analytics Online
A3350,126,4920,182.36,27,5,0.040,1933.00,2024-04-11,Tablet,Data Analytics Online
A3351,189,3588,191.74,22,9,0.048,1893.00,2024-11-25,Desktop,Data Analytics Course
A3352,119,4927,223.35,16,3,0.025,1377.00,2024-11-14,Mobile,Data Analytics Training
A3354,127,5742,233.98,13,4,0.031,1743.00,2024-11-12,Tablet,Data Analytics Course
A3355,106,4474,181.48,17,10,0.094,1189.00,2024-11-20,Tablet,Analytics For Data
A3356,119,4322,183.00,24,5,0.042,1108.00,2024-11-06,Mobile,Data Analytics Online
A3357,81,4144,180.01,18,3,0.037,1648.00,2024-11-20,Mobile,Data Analytics Online
A3358,152,5007,208.84,19,10,0.066,1628.00,2024-11-24,Mobile,Data Analytics Online
A3359,153,5388,219.93,16,4,0.026,1602.00,2024-11-11,Tablet,Data Analytics Course
A3360,120,4229,244.13,20,9,0.075,1380.00,2024-11-12,Desktop,Data Analytics Course
A3361,167,5140,228.32,28,9,0.054,1056.00,2024-08-11,Mobile,Data Analytics Online
A3362,116,5001,186.67,17,5,0.043,1340.00,2024-11-07,Desktop,Analytics For Data
A3363,93,3802,215.52,22,7,0.075,1513.00,2024-11-23,Mobile,Data Analytics Online
A3364,159,5584,249.46,18,8,0.050,1176.00,2024-11-09,Desktop,Analytics For Data
A3365,146,5105,224.77,12,7,0.048,1440.00,2024-11-05,Mobile,Analytics For Data
A3366,136,5714,190.30,19,8,0.059,1694.00,2024-11-30,Desktop,Data Analytics Training
A3367,159,5025,208.68,16,4,0.025,1779.00,2024-11-21,Mobile,Data Analytics Online
A3368,83,3781,220.82,11,4,0.048,1866.00,2024-11-15,Mobile,Data Analytics Training
A3369,136,3318,215.86,20,8,0.059,1712.00,2024-11-21,Tablet,Data Analytics Online
A3370,136,3939,213.66,16,6,0.044,1708.00,2024-11-21,Tablet,Data Analytics Online
A3371,166,3546,221.99,10,3,0.018,1796.00,2024-11-12,Desktop,Learn Data Analytics
A3372,192,5845,247.56,28,3,0.016,1542.00,2024-11-19,Desktop,Analytics For Data
A3374,108,4019,199.85,25,8,0.074,1657.00,2024-02-11,Tablet,Learn Data Analytics
A3375,175,3345,185.48,23,9,0.051,1193.00,2024-11-20,Desktop,Data Analytics Online
A3376,80,4413,245.40,10,5,0.063,1650.00,2024-11-03,Mobile,Data Analytics Course
A3377,192,4969,234.27,30,5,0.026,1627.00,2024-11-17,Tablet,Data Analytics Course
A3378,85,5083,181.19,13,3,0.035,1048.00,2024-11-11,Mobile,Data Analytics Course
A3379,91,4176,216.63,20,8,0.088,1502.00,2024-09-11,Mobile,Data Analytics Course
A3380,94,5389,220.53,11,10,0.106,1670.00,2024-11-27,Mobile,Data Analytics Training
A3382,198,3926,195.25,25,7,0.035,1060.00,2024-11-12,Desktop,Data Analytics Online
A3383,87,4154,232.88,13,3,0.034,1099.00,2024-11-10,Desktop,Data Analytics Online
A3384,101,3286,196.59,12,9,0.089,1034.00,2024-11-02,Tablet,Analytics For Data
A3385,142,4593,230.69,20,5,0.035,1537.00,2024-11-22,Mobile,Data Analytics Course
A3386,111,5689,195.94,12,4,0.036,1377.00,2024-11-14,Desktop,Analytics For Data
A3387,152,5040,238.61,30,9,0.059,1795.00,2024-11-15,Desktop,Data Analytics Course
A3388,89,3623,218.35,22,6,0.067,1311.00,2024-11-01,Mobile,Learn Data Analytics
A3389,115,3999,216.67,16,6,0.052,1777.00,2024-11-05,Mobile,Data Analytics Course
A3391,153,4027,182.11,10,5,0.033,1332.00,2024-11-28,Tablet,Learn Data Analytics
A3393,172,5712,204.06,28,7,0.041,1407.00,2024-11-21,Tablet,Analytics For Data
A3394,118,5514,237.88,27,9,0.076,1401.00,2024-11-27,Mobile,Analytics For Data
A3395,90,3776,186.92,19,4,0.044,1053.00,2024-11-15,Tablet,Learn Data Analytics
A3397,149,3814,213.11,13,7,0.047,1057.00,2024-11-06,Mobile,Analytics For Data
A3398,137,5434,182.57,10,7,0.051,1852.00,2024-11-29,Desktop,Data Analytics Online
A3399,172,4079,183.05,20,8,0.047,1988.00,2024-11-28,Desktop,Data Analytics Course
A3400,116,4252,180.05,18,8,0.069,1568.00,2024-11-17,Desktop,Data Analytics Online
A3401,187,4793,186.41,30,9,0.048,1120.00,2024-11-03,Desktop,Data Analytics Course
A3403,123,5844,201.70,12,6,0.049,1636.00,2024-10-11,Desktop,Data Analytics Online
A3405,118,3371,191.98,10,6,0.051,1458.00,2024-11-13,Mobile,Learn Data Analytics
A3406,92,4853,189.19,23,9,0.098,1189.00,2024-11-18,Desktop,Data Analytics Online
A3407,100,5781,202.96,30,7,0.070,1132.00,2024-11-18,Desktop,Data Analytics Training
A3408,100,5435,205.99,13,6,0.060,1607.00,2024-11-27,Tablet,Analytics For Data
A3409,89,3915,207.63,10,7,0.079,1454.00,2024-11-02,Desktop,Data Analytics Course
A3410,147,4231,186.73,20,5,0.034,1271.00,2024-11-15,Desktop,Learn Data Analytics
A3411,153,3225,240.34,20,8,0.052,1313.00,2024-11-28,Tablet,Data Analytics Online
A3412,164,3996,202.56,19,10,0.061,1880.00,2024-11-29,Desktop,Data Analytics Online
A3413,124,5949,218.12,11,10,0.081,1019.00,2024-06-11,Mobile,Data Analytics Online
A3414,189,5740,231.73,28,5,0.026,1306.00,2024-11-03,Tablet,Data Analytics Online
A3415,142,5354,247.32,17,4,0.028,1828.00,2024-11-01,Desktop,Data Analytics Online
A3416,127,4587,199.63,17,5,0.039,1319.00,2024-11-27,Tablet,Data Analytics Course
A3417,174,3957,181.56,12,3,0.017,1385.00,2024-11-02,Desktop,Data Analytics Training
A3418,183,5971,207.43,10,7,0.038,1325.00,2024-11-25,Tablet,Data Analytics Online
A3419,190,3455,213.11,18,7,0.037,1730.00,2024-11-13,Desktop,Data Analytics Training
A3420,116,5748,188.91,11,7,0.060,1368.00,2024-11-14,Desktop,Data Analytics Online
A3421,199,4387,206.92,20,9,0.045,1054.00,2024-11-24,Mobile,Data Analytics Training
A3423,197,3253,243.38,17,3,0.015,1606.00,2024-11-22,Tablet,Data Analytics Course
A3424,136,4492,205.00,10,4,0.029,1319.00,2024-11-22,Tablet,Data Analytics Online
A3425,128,3153,236.34,16,6,0.047,1050.00,2024-11-09,Desktop,Data Analytics Online
A3426,163,4794,204.35,26,3,0.018,1978.00,2024-11-16,Tablet,Data Analytics Online
A3427,199,5210,212.53,30,10,0.050,1749.00,2024-11-26,Mobile,Analytics For Data
A3429,138,3961,247.45,13,3,0.022,1601.00,2024-11-18,Mobile,Data Analytics Course
A3432,105,3149,233.19,13,10,0.095,1135.00,2024-11-09,Tablet,Learn Data Analytics
A3433,89,5963,209.41,29,9,0.101,1066.00,2024-11-18,Desktop,Data Analytics Online
A3434,125,3808,191.42,29,7,0.056,1783.00,2024-11-10,Tablet,Data Analytics Course
A3435,175,3938,186.09,22,9,0.051,1218.00,2024-11-05,Mobile,Analytics For Data
A3436,175,5521,207.40,25,3,0.017,1616.00,2024-04-11,Mobile,Data Analytics Online
A3438,182,5466,206.30,26,4,0.022,1816.00,2024-11-18,Tablet,Data Analytics Course
A3440,168,4904,220.19,23,6,0.036,1870.00,2024-11-11,Desktop,Learn Data Analytics
A3442,152,3390,209.39,18,6,0.039,1620.00,2024-11-04,Desktop,Data Analytics Online
A3443,113,3532,247.57,29,6,0.053,1273.00,2024-11-20,Mobile,Learn Data Analytics
A3444,93,3683,201.45,11,10,0.108,1331.00,2024-11-14,Mobile,Learn Data Analytics
A3445,141,5031,189.92,23,5,0.035,1093.00,2024-11-01,Desktop,Data Analytics Online
A3446,191,5660,192.49,21,5,0.026,1023.00,2024-03-11,Mobile,Data Analytics Course
A3447,187,3450,234.31,18,9,0.048,1609.00,2024-11-18,Tablet,Data Analytics Online
A3448,118,4804,227.98,28,9,0.076,1064.00,2024-11-28,Mobile,Learn Data Analytics
A3449,184,5983,242.62,25,6,0.033,1538.00,2024-11-03,Desktop,Data Analytics Course
A3450,167,5051,202.95,21,10,0.060,1812.00,2024-11-10,Mobile,Learn Data Analytics
A3451,162,3815,221.44,13,7,0.043,1728.00,2024-11-21,Desktop,Data Analytics Course
A3452,125,5370,183.67,18,10,0.080,1815.00,2024-11-14,Tablet,Data Analytics Course
A3453,102,4451,219.15,29,7,0.069,1491.00,2024-11-29,Mobile,Data Analytics Online
A3455,121,3844,242.19,29,3,0.025,1897.00,2024-11-10,Mobile,Learn Data Analytics
A3456,142,4023,186.79,17,3,0.021,1172.00,2024-11-23,Tablet,Data Analytics Training
A3457,150,4409,223.45,23,7,0.047,1578.00,2024-11-13,Desktop,Learn Data Analytics
A3459,142,5613,180.45,11,9,0.063,1978.00,2024-11-28,Mobile,Data Analytics Training
A3460,103,4821,214.54,30,6,0.058,1408.00,2024-11-13,Tablet,Data Analytics Online
A3461,187,3289,186.04,23,5,0.027,1645.00,2024-11-06,Desktop,Data Analytics Course
A3463,105,3000,185.97,17,6,0.057,1993.00,2024-11-29,Mobile,Data Analytics Online
A3464,181,4156,245.68,22,10,0.055,1336.00,2024-11-14,Mobile,Learn Data Analytics
A3465,172,5314,240.69,14,9,0.052,1998.00,2024-11-23,Tablet,Learn Data Analytics
A3466,98,4655,182.99,21,10,0.102,1918.00,2024-11-25,Desktop,Data Analytics Course
A3467,92,3226,236.27,17,6,0.065,1473.00,2024-10-11,Tablet,Data Analytics Training
A3468,102,5246,234.71,20,4,0.039,1903.00,2024-11-25,Tablet,Data Analytics Training
A3469,143,5545,246.64,26,9,0.063,1105.00,2024-11-08,Mobile,Learn Data Analytics
A3470,111,4069,203.57,25,4,0.036,1724.00,2024-11-07,Mobile,Data Analytics Training
A3471,116,4689,198.90,27,3,0.026,1553.00,2024-11-24,Mobile,Data Analytics Training
A3472,148,3907,199.43,11,7,0.047,1253.00,2024-11-20,Desktop,Data Analytics Online
A3473,90,5137,219.64,21,7,0.078,1958.00,2024-11-30,Mobile,Data Analytics Online
A3474,80,3836,209.37,20,7,0.088,1937.00,2024-11-28,Tablet,Data Analytics Online
A3475,188,4727,245.59,12,6,0.032,1321.00,2024-11-24,Mobile,Learn Data Analytics
A3477,112,3639,185.60,27,7,0.063,1517.00,2024-11-17,Tablet,Analytics For Data
A3478,96,3858,199.81,15,7,0.073,1672.00,2024-11-15,Mobile,Data Analytics Online
A3480,172,5955,216.07,15,7,0.041,1323.00,2024-11-02,Mobile,Learn Data Analytics
A3481,134,5520,189.43,22,10,0.075,1319.00,2024-11-30,Desktop,Data Analytics Online
A3482,148,3884,233.46,14,5,0.034,1138.00,2024-11-11,Mobile,Data Analytics Online
A3483,191,5361,220.04,17,10,0.052,1034.00,2024-11-09,Mobile,Analytics For Data
A3485,84,4388,238.98,29,4,0.048,1271.00,2024-11-14,Mobile,Analytics For Data
A3486,80,5699,213.94,17,6,0.075,1511.00,2024-11-25,Mobile,Learn Data Analytics
A3487,136,3705,212.05,16,9,0.066,1471.00,2024-11-14,Desktop,Analytics For Data
A3489,157,4026,192.69,19,3,0.019,1028.00,2024-11-09,Tablet,Analytics For Data
A3492,121,5220,200.98,21,5,0.041,1773.00,2024-11-13,Desktop,Data Analytics Online
A3494,83,4693,188.45,24,6,0.072,1539.00,2024-11-16,Mobile,Analytics For Data
A3496,123,5812,180.11,25,4,0.033,1293.00,2024-11-21,Tablet,Data Analytics Online
A3498,126,4960,228.68,30,3,0.024,1114.00,2024-11-26,Mobile,Data Analytics Online
A3499,171,4549,181.87,18,3,0.018,1965.00,2024-09-11,Mobile,Analytics For Data
A3500,185,4803,248.77,30,5,0.027,1806.00,2024-11-05,Mobile,Learn Data Analytics
A3502,123,3343,190.66,14,5,0.041,1562.00,2024-11-17,Mobile,Data Analytics Course
A3503,122,5718,211.65,14,4,0.033,1857.00,2024-11-19,Tablet,Data Analytics Online
A3504,97,3754,180.42,24,10,0.103,1011.00,2024-11-16,Tablet,Analytics For Data
A3505,88,3684,198.73,30,4,0.045,1195.00,2024-02-11,Mobile,Data Analytics Online
A3507,96,5538,188.79,28,6,0.063,1181.00,2024-11-18,Mobile,Data Analytics Online
A3510,142,3348,242.31,12,8,0.056,1220.00,2024-11-21,Tablet,Data Analytics Online
A3511,83,3926,186.63,21,5,0.060,1407.00,2024-11-06,Tablet,Data Analytics Online
A3512,188,3069,214.16,26,4,0.021,1563.00,2024-11-14,Desktop,Learn Data Analytics
A3513,193,3978,231.80,20,3,0.016,1126.00,2024-11-16,Mobile,Data Analytics Online
A3514,181,3652,206.20,27,7,0.039,1690.00,2024-11-03,Tablet,Analytics For Data
A3515,199,4400,228.05,26,8,0.040,1025.00,2024-11-09,Tablet,Learn Data Analytics
A3516,167,5503,232.28,19,9,0.054,1644.00,2024-11-05,Mobile,Data Analytics Training
A3517,189,4955,215.87,21,3,0.016,1238.00,2024-11-17,Mobile,Data Analytics Online
A3518,125,3469,192.84,16,8,0.064,1259.00,2024-11-17,Desktop,Data Analytics Course
A3519,166,4096,204.43,28,5,0.030,1579.00,2024-06-11,Desktop,Learn Data Analytics
A3520,181,5171,208.69,14,4,0.022,1628.00,2024-11-23,Mobile,Data Analytics Course
A3523,83,3933,214.61,29,6,0.072,1427.00,2024-11-20,Tablet,Data Analytics Training
A3525,105,3030,185.91,24,5,0.048,1263.00,2024-11-02,Desktop,Data Analytics Course
A3529,198,5736,227.53,14,9,0.045,1607.00,2024-11-18,Mobile,Learn Data Analytics
A3530,184,3641,189.00,22,7,0.038,1905.00,2024-11-15,Tablet,Data Analytics Training
A3532,127,4327,220.57,24,5,0.039,1017.00,2024-11-21,Mobile,Data Analytics Course
A3534,172,3612,191.27,25,10,0.058,1243.00,2024-11-18,Mobile,Analytics For Data
A3536,144,5968,224.21,21,6,0.042,1993.00,2024-11-10,Desktop,Data Analytics Online
A3537,148,5431,216.71,20,6,0.041,1200.00,2024-11-20,Mobile,Data Analytics Online
